"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Rwanda","RWA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3180","3206","3232","3258","3284","3310","3336","3362","3388","3414","3440","3522","3604","3686","3768","3850","3950","4050","4150","4250","4350","4450","","",
"South Asia","SAS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","795129","795064","794999","794934","794869","794804","794739","794674","794609","794544","794479","797945","801411","804877","808343","811809","812767","813725","814677","815633","816589","817545","","",
"Saudi Arabia","SAU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","9770","","",
"Sudan","SDN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763814","757923","752033","746142","740252","734362","728471","722581","716691","710800","704910","704368","703826","703284","702742","702200","701658","701116","700574","700032","699490","550752.1","","",
"Senegal","SEN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93482","93032","92582","92132","91680","91232","90782","90332","89882","89432","88982","88532","88082","87632","87182","86732","86330","85930","85530","85130","84730","84330","","",
"Singapore","SGP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","","",
"Solomon Islands","SLB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23240","23184","23128","23072","23016","22960","22904","22848","22792","22736","22680","22626","22572","22518","22464","22410","22354","22298","22242","22186","22130","22074","","",
"Sierra Leone","SLE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31180","30984","30788","30592","30396","30200","30004","29808","29612","29416","29220","29024","28828","28632","28436","28240","28044","27848","27652","27456","27260","27064","","",
"El Salvador","SLV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3770","3725","3680","3635","3590","3545","3500","3455","3410","3365","3320","3274","3228","3182","3136","3090","3046","3002","2958","2914","2870","2826","","",
"San Marino","SMR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Somalia","SOM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82820","82053","81286","80519","79752","78985","78218","77451","76684","75917","75150","74382","73614","72846","72078","71310","70542","69774","69006","68238","67470","66702","","",
"Serbia","SRB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23130","","","","","","","","","","24600","","","","","24760","25234","25708","26182","26656","27130","27604","","",
"Sub-Saharan Africa (developing only)","SSA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7405602","7348746.9","7308102.8","7267458.7","7226812.6","7186170.5","7145526.4","7104882.3","7064238.2","7023594.1","6982950","6948647.4","6914344.8","6880042.2","6845739.6","6811437","6777265.2","6743098.4","6708937.1","6674772.7","6640604.9","6606437.1","","",
"South Sudan","SSD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148195.9","","",
"Sub-Saharan Africa (all income levels)","SSF","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7424202","7367229.9","7326468.8","7285707.7","7244944.6","7204185.5","7163424.4","7122663.3","7081902.2","7041141.1","7000380","6965961.4","6931542.8","6897124.2","6862705.6","6828287","6793997.2","6759712.4","6725433.1","6691150.7","6656864.9","6622579.1","","",
"Small states","SST","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","911759.1","902199.2","900060.2","897921.1","895781.1","895637.9","893499.4","891362","889223.5","887085.2","890377.7","882735.5","880524.5","878311.3","876101.3","879318","877063.9","874810.8","872556.1","870302.7","868045.9","865788.6","","",
"Sao Tome and Principe","STP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","270","270","270","270","270","270","270","270","270","270","270","270","270","270","270","270","270","270","270","270","270","","",
"Suriname","SUR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147760","147760","147760","147760","147760","147760","147760","147760","147760","147760","147760","147760","147760","147760","147760","147760","147724","147688","147652","147616","147580","147544","","",
"Slovak Republic","SVK","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19220","","","19217","19216","19215","19214","19213","19212","19211","19210","19232","19254","19276","19298","19320","19322","19324","19326","19328","19330","19332","","",
"Slovenia","SVN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11880","","11970","12015","12060","12105","12150","12195","12240","12285","12330","12350","12370","12390","12410","12430","12450","12470","12490","12510","12530","12550","","",
"Sweden","SWE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272810","272918","273026","273134","273242","273350","273458","273566","273674","273782","273890","275518","277146","278774","280402","282030","282030","282030","282030","282030","282030","282030","","",
"Swaziland","SWZ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4720","4766","4812","4858","4904","4950","4996","5042","5088","5134","5180","5226","5272","5318","5364","5410","5454","5498","5542","5586","5630","5674","","",
"Sint Maarten (Dutch part)","SXM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","407","407","407","407","407","407","407","407","407","407","407","407","407","407","407","407","407","407","407","407","407","407","","",
"Syrian Arab Republic","SYR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3720","3780","3840","3900","3960","4020","4080","4140","4200","4260","4320","4378","4436","4494","4552","4610","4670","4730","4790","4850","4910","4970","","",
"Turks and Caicos Islands","TCA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344","344","344","344","344","344","344","344","344","344","344","344","344","344","344","344","344","344","344","344","344","344","","",
"Chad","TCD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131100","130307","129514","128721","127928","127135","126342","125549","124756","123963","123170","122378","121586","120794","120002","119210","118418","117626","116834","116042","115250","114458","","",
"Togo","TGO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6850","6651","6452","6253","6054","5855","5656","5457","5258","5059","4860","4660","4460","4260","4060","3860","3662","3464","3266","3068","2870","2672","","",
"Thailand","THA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195490","194945","194400","193855","193310","192765","192220","191675","191130","190585","190040","189828","189616","189404","189192","188980","189128","189276","189424","189572","189720","189868","","",
"Tajikistan","TJK","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4080","","4084","4086","4088","4090","4092","4094","4096","4098","4100","4100","4100","4100","4100","4100","4100","4100","4100","4100","4100","4100","","",
"Turkmenistan","TKM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41270","","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","41270","","",
"Timor-Leste","TLS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9660","9548","9436","9324","9212","9100","8988","8876","8764","8652","8540","8428","8316","8204","8092","7980","7868","7756","7644","7532","7420","7308","","",
"Tonga","TON","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","","",
"Trinidad and Tobago","TTO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2407","2399.9","2392.8","2385.7","2378.6","2371.5","2364.4","2357.3","2350.2","2343.1","2336","2328.8","2321.6","2314.4","2307.2","2300","2292.8","2285.6","2278.4","2271.2","2264","2256.8","","",
"Tunisia","TUN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6430","6624","6818","7012","7206","7400","7594","7788","7982","8176","8370","8544","8718","8892","9066","9240","9404","9568","9732","9896","10060","10224","","",
"Turkey","TUR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96800","97266","97732","98198","98664","99130","99596","100062","100528","100994","101460","102648","103836","105024","106212","107400","108588","109776","110964","112152","113340","114528","","",
"Tuvalu","TUV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","",
"Tanzania","TZA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414950","410917","406884","402851","398818","394785","390752","386719","382686","378653","374620","370586","366552","362518","358484","354450","350416","346382","342348","338314","334280","330246","","",
"Uganda","UGA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47510","46628","45746","44864","43982","43100","42218","41336","40454","39572","38690","37810","36930","36050","35170","34290","33408","32526","31644","30762","29880","28998","","",
"Ukraine","UKR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92740","","93212","93448","93684","93920","94156","94392","94628","94864","95100","95230","95360","95490","95620","95750","96010","96270","96530","96790","97050","97310","","",
"Upper middle income","UMC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12793904.8","12544569.6","12712959.6","12687021.5","12661083.4","12635661.7","12609724.6","12583788.5","12557852.4","12531915.3","12536009.2","12493653.5","12481327.8","12469001.1","12456676.4","12474539.7","12468487.6","12462436.5","12456384.4","12450332.7","12444280.8","12438228.6","","",
"Uruguay","URY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9200","9692","10184","10676","11168","11660","12152","12644","13136","13628","14120","14336","14552","14768","14984","15200","15648","16096","16544","16992","17440","17888","","",
"United States","USA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2963350","2967210","2971070","2974930","2978790","2982650","2986510","2990370","2994230","2998090","3001950","3005776","3009602","3013428","3017254","3021080","3024908","3028736","3032564","3036392","3040220","3044048","","",
"Uzbekistan","UZB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30450","","30784","30951","31118","31285","31452","31619","31786","31953","32120","32286","32452","32618","32784","32950","32911","32872","32833","32794","32755","32716","","",
"St. Vincent and the Grenadines","VCT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253","253.7","254.4","255.1","255.8","256.5","257.2","257.9","258.6","259.3","260","260.6","261.2","261.8","262.4","263","263.8","264.6","265.4","266.2","267","267.8","","",
"Venezuela, RB","VEN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520260","517385","514510","511635","508760","505885","503010","500135","497260","494385","491510","488634","485758","482882","480006","477130","474254","471378","468502","465626","462750","459874","","",
"Virgin Islands (U.S.)","VIR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235.8","234.1","232.5","230.8","229.1","227.5","225.8","224.1","222.4","220.8","219.1","217.4","215.7","214.1","212.4","210.7","209","207.3","205.7","204","202","201","","",
"Vietnam","VNM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93630","95992","98354","100716","103078","105440","107802","110164","112526","114888","117250","119954","122658","125362","128066","130770","132210","133650","135090","136530","137970","139410","","",
"Vanuatu","VUT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","4400","","",
"West Bank and Gaza","PSE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","91","91.2","91.3","91.5","91.7","91.7","91.7","91.7","91.7","91.7","91.7","","",
"World","WLD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41609616","32868634.2","41342781.4","41305009.4","41221717.4","41140750.3","41057453.2","40974161.2","40890867.1","40807574.3","40761852.2","40683427.5","40635032.9","40586638","40538243.4","40520039.5","40464257.3","40408480.4","40352707.4","40296932.8","40241153.5","40185374.9","","",
"Samoa","WSM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","1341","1382","1423","1464","1505","1546","1587","1628","1669","1710","1710","1710","1710","1710","1710","1710","1710","1710","1710","1710","1710","","",
"Yemen, Rep.","YEM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","5490","","",
"South Africa","ZAF","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","92410","","",
"Congo, Dem. Rep.","COD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1603630","1600516","1597402","1594288","1591174","1588060","1584946","1581832","1578718","1575604","1572490","1569376","1566262","1563148","1560034","1556920","1553806","1550692","1547578","1544464","1541350","1538236","","",
"Zambia","ZMB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","528000","526334","524668","523002","521336","519670","518004","516338","514672","513006","511340","509674","508008","506342","504676","503010","501344","499678","498012","496346","494680","493014","","",
"Zimbabwe","ZWE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221640","218370","215100","211830","208560","205290","202020","198750","195480","192210","188940","185670","182400","179130","175860","172590","169320","166050","162780","159510","156240","152970","","",
