"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Hong Kong SAR, China","HKG","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81360","79616","77872","76128","74384","72640","70896","69152","67408","65664","63920","62720","61520","60320","59120","57920","56720","55520","54320","53120","51920","50720","","",
"Heavily indebted poor countries (HIPC)","HPC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6742239","6690811","6655594","6620376","6585157","6549942","6514724","6479507","6444290","6409072","6373855","6345547","6317239","6288931","6260623","6232315","6203760","6175210","6146666","6118118","6089570","5912826.1","","",
"Croatia","HRV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18500","","18570","18605","18640","18675","18710","18745","18780","18815","18850","18886","18922","18958","18994","19030","19064","19098","19132","19166","19200","19234","","",
"Haiti","HTI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1153","1146","1139","1132","1125","1118","1111","1104","1097","1090","1082","1074","1066","1058","1050","1042","1034","1026","1018","1010","1002","","",
"Hungary","HUN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18010","18116","18222","18328","18434","18540","18646","18752","18858","18964","19070","19222","19374","19526","19678","19830","19922","20014","20106","20198","20290","20382","","",
"Indonesia","IDN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1185450","1166314","1147178","1128042","1108906","1089770","1070634","1051498","1032362","1013226","994090","990986","987882","984778","981674","978570","971720","964870","958020","951170","944320","937470","","",
"Isle of Man","IMN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","","",
"India","IND","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","639390","640841","642292","643743","645194","646645","648096","649547","650998","652449","653900","658538","663176","667814","672452","677090","678540","679990","681440","682890","684340","685790","","",
"Not classified","INX","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4650","4820","4990","5160","5330","5500","5670","5840","6010","6180","6350","6470","6590","6710","6830","6950","7038","7126","7214","7302","7390","7478","","",
"Iran, Islamic Rep.","IRN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","110750","","",
"Iraq","IRQ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8040","8054","8068","8082","8096","8110","8124","8138","8152","8166","8180","8194","8208","8222","8236","8250","8250","8250","8250","8250","8250","8250","","",
"Iceland","ISL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","96.7","106.4","116.1","125.8","135.5","145.2","154.9","164.6","174.3","184","198","212","226","240","254","263","272","281","290","299","308","","",
"Israel","ISR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1320","1341","1362","1383","1404","1425","1446","1467","1488","1509","1530","1534","1538","1542","1546","1550","1548","1546","1544","1542","1540","1538","","",
"Italy","ITA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75900","76679","77458","78237","79016","79795","80574","81353","82132","82911","83690","84470","85250","86030","86810","87590","88370","89150","89930","90710","91490","92270","","",
"Jamaica","JAM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3446","3442.3","3438.6","3434.9","3431.2","3427.5","3423.8","3420.1","3416.4","3412.7","3409","3405.6","3402.2","3398.8","3395.4","3392","3387.8","3383.6","3379.4","3375.2","3371","3366.8","","",
"Jordan","JOR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","975","","",
"Japan","JPN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249500","249426","249352","249278","249204","249130","249056","248982","248908","248834","248760","248878","248996","249114","249232","249350","249438","249526","249614","249702","249790","249878","","",
"Kazakhstan","KAZ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34220","","34106","34049","33992","33935","33878","33821","33764","33707","33650","33594","33538","33482","33426","33370","33314","33258","33202","33146","33090","33034","","",
"Kenya","KEN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37080","36954","36828","36702","36576","36450","36324","36198","36072","35946","35820","35700","35580","35460","35340","35220","35110","35000","34890","34780","34670","34560","","",
"Kyrgyz Republic","KGZ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8360","","8408","8430","8452","8474","8495","8517","8539","8561","8583","8605","8627","8649","8671","8693","8862","9031","9200","9369","9538","9707","","",
"Cambodia","KHM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129440","128042","126644","125246","123848","122450","121052","119654","118256","116858","115460","113830","112200","110570","108940","107310","106036","104762","103488","102214","100940","99666","","",
"Kiribati","KIR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","","",
"St. Kitts and Nevis","KNA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","110","","",
"Korea, Rep.","KOR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63700","63618","63536","63454","63372","63290","63208","63126","63044","62962","62880","62814","62748","62682","62616","62550","62484","62418","62352","62286","62220","62154","","",
"Kosovo","KSV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","36","37","39","40","42","43","44","46","47","49","50","51","53","54","56","57","58","59.7","61.1","62.5","63.9","","",
"Latin America & Caribbean (developing only)","LAC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10227176.9","10177141.8","10127107.7","10077072.6","10027037.5","9977003.4","9926968.3","9876933.2","9826899.1","9776864","9726828.9","9677798.7","9628767.5","9579736.3","9530706.1","9481674.9","9441360.5","9401047.1","9360732.7","9320418.6","9280104.5","9239790.4","","",
"Lao PDR","LAO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173140","172358","171576","170794","170012","169230","168448","167666","166884","166102","165320","164540","163760","162980","162200","161420","160638","159856","159074","158292","157510","156728","","",
"Lebanon","LBN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1310","1310","1310","1310","1310","1310","1310","1310","1310","1310","1321","1332","1343","1354","1365","1365.8","1366.6","1367.4","1368.2","1369","1369.8","","",
"Liberia","LBR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49290","48990","48690","48390","48090","47790","47490","47190","46890","46590","46290","45990","45690","45390","45090","44790","44490","44190","43890","43590","43290","42990","","",
"Libya","LBY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","2170","","",
"St. Lucia","LCA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","438","440.9","443.8","446.7","449.6","452.5","455.4","458.3","461.2","464.1","467","467.6","468.2","468.8","469.4","470","470","470","470","470","470","470","","",
"Latin America & Caribbean (all income levels)","LCN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10400438.3","10351634.1","10302831","10254026.8","10205222.6","10156419.5","10107615.3","10058811.1","10010007.9","9961203.8","9912399.6","9864082.1","9815763.6","9767445.2","9719127.7","9670809.2","9631397.9","9591987.6","9552579.4","9513168.4","9473757.3","9434347","","",
"Least developed countries: UN classification","LDC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6649873.5","6598354.5","6563046.5","6527737.5","6492427.5","6457121.5","6421812.5","6386504.5","6351196.5","6315887.5","6280579.5","6252777.5","6224975.5","6197173.5","6169371.5","6141569.5","6114869.5","6088171.5","6061479.5","6034783.5","6008087.5","5981391.5","","",
"Low income","LIC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4736800","4678448","4661238","4631560","4601882","4572204","4542525","4512847","4483169","4453491","4423813","4396333","4368853","4341373","4313893","4286413","4260102","4233791","4207486","4181177","4154868","4276754.9","","",
"Liechtenstein","LIE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","65","66","66","67","67","67","68","68","69","69","69","69","69","69","69","69","69","69","69","69","69","","",
"Sri Lanka","LKA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23500","23232","22964","22696","22428","22160","21892","21624","21356","21088","20820","20522","20224","19926","19628","19330","19184","19038","18892","18746","18600","18454","","",
"Lower middle income","LMC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6319725.4","6118911.6","6235568.6","6194226.6","6152887.6","6113031.1","6071690.7","6030352.3","5989011.9","5947672.6","5906333.2","5890695","5875056.9","5859418.6","5843780.5","5828142.2","5803879.9","5779622.5","5755359.6","5731101","5706839.2","5534381.4","","",
"Low & middle income","LMY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23850430.2","23341929.2","23609766.2","23512808.1","23415853","23320896.8","23223940.3","23126987.8","23030033.3","22933078.9","22866155.4","22780681.5","22725237.7","22669792.7","22614349.9","22589094.9","22532469.5","22475850","22419230","22362610.7","22305988","22249364.9","","",
"Lesotho","LSO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","402","404","406","408","410","412","414","416","418","420","422","424","426","428","430","432","434","436","438","440","442","","",
"Lithuania","LTU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19450","","19600","19675","19750","19825","19900","19975","20050","20125","20200","20402","20604","20806","21008","21210","21288","21366","21444","21522","21600","21678","","",
"Luxembourg","LUX","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","868","868","868","868","868","868","868","868","867.5","867.5","867.5","867.5","","",
"Latvia","LVA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31730","","31866","31934","32002","32070","32138","32206","32274","32342","32410","32522","32634","32746","32858","32970","33084","33198","33312","33426","33540","33654","","",
"Macao SAR, China","MAC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50490","50458","50426","50394","50362","50330","50298","50266","50234","50202","50170","50298","50426","50554","50682","50810","50910","51010","51110","51210","51310","51410","","",
"Monaco","MCO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","0","","","","","0","","","",
"Moldova","MDA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3190","","3200","3205","3210","3215","3220","3225","3230","3235","3240","3318","3396","3474","3552","3630","3676","3722","3768","3814","3860","3906","","",
"Madagascar","MDG","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136920","136350","135780","135210","134640","134070","133500","132930","132360","131790","131220","130652","130084","129516","128948","128380","127810","127240","126670","126100","125530","124960","","",
"Maldives","MDV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","","",
"Middle East & North Africa (all income levels)","MEA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220231.8","220481.8","220732.8","220983.8","221233.8","221484.8","221734.8","221984.8","222235.8","222486.8","222737.8","223062","223386.2","223711.3","224035.5","224361.7","224614.1","224866.1","225119.7","225372.5","225625.5","225878.4","","",
"Mexico","MEX","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","702910","699370","695830","692290","688750","685210","681670","678130","674590","671050","667510","665164","662818","660472","658126","655780","654228","652676","651124","649572","648020","646468","","",
"Marshall Islands","MHL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","","","","","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","","",
"Middle income","MIC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19113630.2","18663481.2","18948528.2","18881248.1","18813971","18748692.8","18681415.3","18614140.8","18546864.3","18479587.9","18442342.4","18384348.5","18356384.7","18328419.7","18300456.9","18302681.9","18272367.5","18242059","18211744","18181433.7","18151120","17972610","","",
"Macedonia, FYR","MKD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9120","","9212","9258","9304","9350","9396","9442","9488","9534","9580","9614","9648","9682","9716","9750","9796","9842","9888","9934","9980","10026","","",
"Mali","MLI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140720","139929","139138","138347","137556","136765","135974","135183","134392","133601","132810","132018","131226","130434","129642","128850","128060","127270","126480","125690","124900","124110","","",
"Malta","MLT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","","",
"Myanmar","MMR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392180","387830","383480","379130","374780","370430","366080","361730","357380","353030","348680","345586","342492","339398","336304","333210","330114","327018","323922","320826","317730","314634","","",
"Middle East & North Africa (developing only)","MNA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206631.8","206794.8","206957.8","207120.8","207283.8","207446.8","207609.8","207772.8","207935.8","208098.8","208261.8","208577","208892.2","209207.3","209522.5","209837.7","210080.5","210323.3","210566.1","210808.9","211051.7","211294.5","","",
"Montenegro","MNE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5430","","","","","","","","","","5430","","","","","5430","5430","5430","5430","5430","5430","5430","","",
"Mongolia","MNG","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125360","124541","123722","122903","122084","121265","120446","119627","118808","117989","117170","116352","115534","114716","113898","113080","112260","111440","110620","109800","108980","108160","","",
"Northern Mariana Islands","MNP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340","","","","","327.9","326.2","324.6","322.9","321.3","319.6","318","316.4","314.7","313.1","311.4","309.8","308.1","306.5","304.8","303.2","301.5","","",
"Mozambique","MOZ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433780","431590","429400","427210","425020","422830","420640","418450","416260","414070","411880","409662","407444","405226","403008","400790","398676","396562","394448","392334","390220","388106","","",
"Mauritania","MRT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4150","4052","3954","3856","3758","3660","3562","3464","3366","3268","3170","3070","2970","2870","2770","2670","2620","2570","2520","2470","2420","2370","","",
"Mauritius","MUS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388","387.9","387.8","387.7","387.6","387.5","387.4","387.3","387.2","387.1","387","379.4","371.8","364.2","356.6","349","349.2","349.4","349.6","349.8","350","350.2","","",
"Malawi","MWI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38960","38631","38302","37973","37644","37315","36986","36657","36328","35999","35670","35340","35010","34680","34350","34020","33690","33360","33030","32700","32370","32040","","",
"Malaysia","MYS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223760","222975","222190","221405","220620","219835","219050","218265","217480","216695","215910","214508","213106","211704","210302","208900","208032","207164","206296","205428","204560","203692","","",
"North America","NAC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6064700","6068560","6072420","6076280","6080140","6084000","6087860","6091720","6095580","6099440","6103300","6107126","6110952","6114778","6118604","6122430","6126258","6130086","6133914","6137742","6141570","6145398","","",
"Namibia","NAM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87620","86890","86160","85430","84700","83970","83240","82510","81780","81050","80320","79578","78836","78094","77352","76610","75868","75126","74384","73642","72900","72158","","",
"New Caledonia","NCL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","8390","","",
"Niger","NER","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19450","18833","18216","17599","16982","16365","15748","15131","14514","13897","13280","13156","13032","12908","12784","12660","12536","12412","12288","12164","12040","11916","","",
"Nigeria","NGA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172340","168243","164146","160049","155952","151855","147758","143661","139564","135467","131370","127274","123178","119082","114986","110890","106794","102698","98602","94506","90410","86314","","",
"Nicaragua","NIC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45140","44440","43740","43040","42340","41640","40940","40240","39540","38840","38140","37440","36740","36040","35340","34640","33940","33240","32540","31840","31140","30440","","",
"Netherlands","NLD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3450","3465","3480","3495","3510","3525","3540","3555","3570","3585","3600","3610","3620","3630","3640","3650","3650","3650","3650","3650","3650","3650","","",
"High income: nonOECD","NOC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8226274.8","67408.3","8228235.8","8229387.2","8230537.6","8232017","8233165.7","8234314.5","8235464.2","8236614.1","8237763.8","8237375.4","8236987","8236599.5","8236211.1","8235824.6","8237102.4","8238379.6","8239661.7","8240940","8242218.2","8243497.1","","",
"Norway","NOR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91300","91471","91642","91813","91984","92155","92326","92497","92668","92839","93010","93774","94538","95302","96066","96830","97594","98358","99122","99886","100650","101414","","",
"Nepal","NPL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48170","47253","46336","45419","44502","43585","42668","41751","40834","39917","39000","38472","37944","37416","36888","36360","36360","36360","36360","36360","36360","36360","","",
"New Zealand","NZL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77200","77746","78292","78838","79384","79930","80476","81022","81568","82114","82660","82750","82840","82930","83020","83110","83026","82942","82858","82774","82690","82606","","",
"High income: OECD","OEC","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9532911","9459296.7","9504779.4","9562814.1","9575326.8","9587836.5","9600347.2","9612858.9","9625369.6","9637881.3","9657933","9665370.6","9672808.2","9680245.8","9687682.4","9695120","9694685.4","9694250.8","9693815.7","9693382.1","9692947.3","9692512.9","","",
"OECD members","OED","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10350631","10274048.7","10316563.4","10371630.1","10381174.8","10390716.5","10400259.2","10409802.9","10419345.6","10428889.3","10445973","10452404.6","10458836.2","10465267.8","10471698.4","10478130","10477423.4","10476716.8","10476009.7","10475304.1","10474597.3","10473890.9","","",
"Oman","OMN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","",
"Other small states","OSS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","542368","534892.9","532847.8","530803.7","528758.6","526713.5","524669.4","522624.3","520579.2","518535.1","521920","514405.4","512320.8","510236.2","508151.6","511497","509412.2","507327.4","505242.1","503157.7","501069.9","498982.1","","",
"Pakistan","PAK","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25270","24859","24448","24037","23626","23215","22804","22393","21982","21571","21160","20732","20304","19876","19448","19020","18592","18164","17730","17300","16870","16440","","",
"Panama","PAN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37920","37497","37074","36651","36228","35805","35382","34959","34536","34113","33690","33572","33454","33336","33218","33100","32982","32864","32746","32628","32510","32392","","",
"Peru","PER","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","701560","700617","699674","698731","697788","696845","695902","694959","694016","693073","692130","691188","690246","689304","688362","687420","685920","684420","682920","681420","679920","678420","","",
"Philippines","PHL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65700","66247","66794","67341","67888","68435","68982","69529","70076","70623","71170","71718","72266","72814","73362","73910","74458","75006","75554","76102","76650","77198","","",
"Palau","PLW","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","380","","","","","389","390","392","393","394","396","397","399","400","402","403","403","403","403","403","403","403","","",
"Papua New Guinea","PNG","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315230","313840","312450","311060","309670","308280","306890","305500","304110","302720","301330","299938","298546","297154","295762","294370","292948","291526","290104","288682","287260","285838","","",
"Poland","POL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88810","88988","89166","89344","89522","89700","89878","90056","90234","90412","90590","90872","91154","91436","91718","92000","92274","92548","92822","93096","93370","93644","","",
"Puerto Rico","PRI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2870","3047","3224","3401","3578","3755","3932","4109","4286","4463","4640","4728","4816","4904","4992","5080","5168","5256","5344","5432","5520","5608","","",
"Korea, Dem. Rep.","PRK","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82010","80742","79474","78206","76938","75670","74402","73134","71866","70598","69330","68062","66794","65526","64258","62990","61724","60458","59192","57926","56660","55394","","",
"Portugal","PRT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33270","33363","33456","33549","33642","33735","33828","33921","34014","34107","34200","34234","34268","34302","34336","34370","34408","34446","34484","34522","34560","34598","","",
"Paraguay","PRY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211570","209781","207992","206203","204414","202625","200836","199047","197258","195469","193680","191894","190108","188322","186536","184750","182964","181178","179392","177606","175820","174034","","",
"Pacific island small states","PSS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41060.6","39083.3","39095.9","39108.4","39121","41129.4","41142.5","41157.7","41170.8","41184.1","41199.2","41179.4","41161.8","41142","41124.4","41104.5","41080.8","41057.1","41033.3","41009.6","40985.9","40961.7","","",
"French Polynesia","PYF","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","600","650","700","750","800","850","900","950","1000","1050","1100","1150","1200","1250","1300","1350","1400","1450","1500","1550","1600","","",
"Qatar","QAT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Romania","ROU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63710","63705","63700","63695","63690","63685","63680","63675","63670","63665","63660","63710","63760","63810","63860","63910","64274","64638","65002","65366","65730","66094","","",
"Russian Federation","RUS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8089500","","8090136","8090455","8090773","8091092","8091411","8091729","8092048","8092366","8092685","8091728","8090771","8089814","8088857","8087900","8088500","8089100","8089700","8090300","8090900","8091500","","",
